;Adipocyte - omental;Adipocyte - perirenal;Adipocyte - subcutaneous;Alveolar Epithelial Cells;Amniotic Epithelial Cells;amniotic membrane cells;Anulus Pulposus Cell;Astrocyte - cerebellum;Astrocyte - cerebral cortex;Basophils;Bronchial Epithelial Cell;Cardiac Myocyte;CD133+ stem cells - adult bone marrow derived;CD133+ stem cells - cord blood derived;CD14+ monocyte derived endothelial progenitor cells;CD14+ Monocytes;CD14+ CD16- Monocytes;CD14+ CD16+ Monocytes;CD14- CD16+ Monocytes;CD19+ B Cells;CD34 cells differentiated to erythrocyte lineage;CD34+ Progenitors;CD34+ stem cells - adult bone marrow derived;CD4+ T Cells;CD4+CD25+CD45RA- memory regulatory T cells;CD4+CD25+CD45RA+ naive regulatory T cells;CD4+CD25-CD45RA- memory conventional T cells;CD4+CD25-CD45RA+ naive conventional T cells;CD8+ T Cells;Chondrocyte;chorionic membrane cells;Ciliary Epithelial Cells;common myeloid progenitor CMP;Corneal Epithelial Cells;Dendritic Cells - monocyte immature derived;Dendritic Cells - plasmacytoid;Endothelial Cells - Aortic;Endothelial Cells - Artery;Endothelial Cells - Lymphatic;Endothelial Cells - Microvascular;Endothelial Cells - Thoracic;Endothelial Cells - Umbilical vein;Endothelial Cells - Vein;Eosinophils;Esophageal Epithelial Cells;Fibroblast - Aortic Adventitial;Fibroblast - Cardiac;Fibroblast - Choroid Plexus;Fibroblast - Conjunctival;Fibroblast - Dermal;Fibroblast - Gingival;Fibroblast - Lung;Fibroblast - Lymphatic;Fibroblast - Mammary;Fibroblast - Periodontal Ligament;Fibroblast - Pulmonary Artery;Fibroblast - skin;Fibroblast - Villous Mesenchymal;gamma delta positive T cells;Gingival epithelial cells;granulocyte macrophage progenitor;Hair Follicle Dermal Papilla Cells;Hair Follicle Outer Root Sheath Cells;Hepatic Sinusoidal Endothelial Cells;Hepatic Stellate Cells (lipocyte);Hepatocyte;immature langerhans cells;Intestinal epithelial cells (polarized);Iris Pigment Epithelial Cells;Keratinocyte - epidermal;Keratinocyte - oral;Keratocytes;Lens Epithelial Cells;Macrophage - monocyte derived;Mallassez-derived cells;Mammary Epithelial Cell;Mast cell;mature adipocyte;Melanocyte;Meningeal Cells;mesenchymal precursor cell - adipose;mesenchymal precursor cell - bone marrow;mesenchymal precursor cell - cardiac;Mesenchymal stem cells - adipose;Mesenchymal Stem Cells - amniotic membrane;Mesenchymal Stem Cells - bone marrow;Mesenchymal stem cells - hepatic;Mesenchymal stem cells - umbilical;Mesenchymal Stem Cells - Vertebral;Mesenchymal Stem Cells - Wharton Jelly;Mesothelial Cells;migratory langerhans cells;Multipotent Cord Blood Unrestricted Somatic Stem Cells;Myoblast;nasal epithelial cells;Natural Killer Cells;Neural stem cells;Neurons;Neutrophil;Nucleus Pulposus Cell;Olfactory epithelial cells;Oligodendrocyte - precursors;Osteoblast;Pancreatic stromal cells;Pericytes;Perineurial Cells;Placental Epithelial Cells;Preadipocyte - breast;Preadipocyte - omental;Preadipocyte - perirenal;Preadipocyte - subcutaneous;Preadipocyte - visceral;promyelocytes;Prostate Epithelial Cells;Prostate Stromal Cells;Renal Cortical Epithelial Cells;Renal Epithelial Cells;Renal Glomerular Endothelial Cells;Renal Mesangial Cells;Renal Proximal Tubular Epithelial Cell;Retinal Pigment Epithelial Cells;salivary acinar cells;Schwann Cells;Sebocyte;Sertoli Cells;Skeletal Muscle Cells;Skeletal muscle cells differentiated into Myotubes;Skeletal Muscle Satellite Cells;Small Airway Epithelial Cells;Smooth muscle cells - airway;Smooth Muscle Cells - Aortic;Smooth Muscle Cells - Bladder;Smooth Muscle Cells - Brachiocephalic;Smooth Muscle Cells - Brain Vascular;Smooth Muscle Cells - Bronchial;Smooth Muscle Cells - Carotid;Smooth Muscle Cells - Colonic;Smooth Muscle Cells - Coronary Artery;Smooth Muscle Cells - Esophageal;Smooth Muscle Cells - Internal Thoracic Artery;Smooth Muscle Cells - Intestinal;Smooth Muscle Cells - Prostate;Smooth Muscle Cells - Pulmonary Artery;Smooth Muscle Cells - Subclavian Artery;Smooth Muscle Cells - Tracheal;Smooth Muscle Cells - Umbilical artery;Smooth Muscle Cells - Umbilical Vein;Smooth Muscle Cells - Uterine;Synoviocyte;tenocyte;Trabecular Meshwork Cells;Tracheal Epithelial Cells;Urothelial cells;Adipocyte - breast, donor1;Adipocyte - breast, donor2
chr1:856539-856757;0.19144122834967134;0.0;0.0;0.0;0.0;0.0;0.0;0.06698880382241801;0.0;0.0;0.0;0.2610129377094687;0.29001688295444106;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007320068779481296;0.0;0.0;0.0;0.0;0.0;0.1571702631366004;0.0;0.22320520188640333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.042537553342418495;0.060002095221359235;0.0;0.0;0.0;0.0;0.0;0.010715762898158867;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04496766268606778;0.0;0.0;0.0;0.07537368143640734;0.0;0.037859183229836744;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0310800772879206;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.050273587345059004;0.0;0.07484942638798132;0.0;0.11249525996308568;0.0;0.0;0.121762542770845;0.25169220553320565;0.0;0.048691000492494994;0.0;0.0;0.028358487557231363;0.04228293526920499;0.0;0.03435950780028834;0.0;0.0;0.0;0.0791814247717935;0.0;0.0;0.0;0.0;0.07576333045378618;0.0;0.046561469436873996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.088893550395596;0.0;0.04136571011770675;0.0;0.0;0.04487711575729367;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.177543720471102;0.402021125037461
chr1:858256-858648;0.41627273744904775;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1640619425225292;0.0;0.055926555940221334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01036534023909254;0.0;0.0;0.0;0.0;0.0;0.08867246001226989;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4811488165856666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03758179771913833;0.0;0.0;0.0;0.009343632301110334;0.0;0.0;0.0;0.0;0.0;0.037859183229836744;0.0;0.0;0.0;0.0;0.0;0.0;0.124835592481834;0.0;0.0;0.0;0.065435550753228;0.0;0.0;0.64771767085238;0.0;0.0;0.0;0.23027660579927875;0.0;0.0;0.0;0.0;0.0;0.0;0.1371110777939325;0.12556769695914802;0.0;0.0;0.0;0.0;0.0;0.07458359878722266;0.0;0.0;0.0;0.325155196450834;0.0;0.5574056815398493;0.0;0.0;0.0;0.0;0.0;0.07045026984559233;0.027522831673830433;0.0;0.0;0.0;1.19601652725286;0.0;0.0;0.0;0.0;0.038245025050707;0.0;0.0;0.0;0.0;0.04487711575729367;0.0;0.180443133102371;0.0;0.0;0.0;0.0;0.066281120758166;0.0;0.0;0.0;0.0;0.177543720471102;0.20101056251873
chr1:1294735-1294982;0.092160459961933;1.71650312526551;0.0;0.22986111718016833;0.0;0.09705336571067001;0.0;0.21512887736204567;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0028191470256992055;0.03664891133408967;0.0;0.0;0.0;0.0;0.0;0.0;0.03311983774249408;0.0661740694123525;0.0;0.05655922598380467;0.026305974445066164;0.060090698004202456;0.44198234073944764;0.029819027352544433;0.3044968834963327;0.0;0.0;0.03147028893365325;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17979732366021797;0.0;0.24930899001664472;0.0;0.0;0.20011644651908017;0.0;0.0;0.0;0.12375660049881783;0.0;0.3312405949561581;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03877115170133733;0.0;0.0;0.0;0.0;0.0;0.0;0.07425687070733268;0.3014947257456297;0.0;0.11165910293898074;0.0;0.0;0.3641714134486945;0.0;0.128662968809206;0.0;0.0;0.38436117592280095;0.0;1.114876285577425;0.15176542665427764;0.0;0.0;0.0;0.0;0.0;0.040278328577183005;0.23811597693388178;0.0;0.7336661733097474;0.0844590560722619;0.192800548025549;0.0;0.5417486316103534;0.24352508554169;0.04185589898638267;0.0;0.7475950306119136;0.19249883546131563;0.0;0.0;0.0;0.0;0.0;0.0;0.08871555681026799;0.0;0.0;0.0;0.0;0.0;0.78534108939713;0.8357625528752757;0.21135080953677735;0.16376562796734165;0.0;0.18777322224448093;0.17080321131649698;0.0;0.0;0.0;0.0;0.0;0.0;0.06687719049862;0.04136571011770675;0.0;0.0;0.134335587717493;0.0;0.5413293993071134;0.0;0.14506831003412876;0.0;0.0;0.0;0.14730921338860434;0.0;0.0;0.0;0.177543720471102;0.20101056251873
chr1:1295535-1296332;0.6077139657987191;0.0;0.16050900032440735;0.0;0.22932264942600034;0.5252476357252399;0.12203312393723652;0.5270519904496843;0.256299312222188;0.0;0.0;0.0;0.0;0.0;0.0;0.06331895555558296;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011180261436260592;0.018151982366889;0.0;0.0;0.0;0.012630125406970272;0.28241198415730817;0.6645226032462866;0.652408250773523;0.0;0.0;0.03147028893365325;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24680250653054167;0.2812026781508132;0.149585394009987;0.085542949265864;0.17838037577155916;0.7778719910779505;1.8491320295439708;0.0;0.115586728002035;0.4037194071729777;0.11196202802897601;1.2291451299673768;0.06828552494956466;0.0;0.09418757221609701;0.0;1.1293496068672033;0.2217212435668005;0.0;0.0;0.0;0.0;0.116455791805935;0.0;0.10356881436679943;0.0;0.0;0.15151654485875196;0.048715173624719665;0.0;0.0;0.06216518772485783;0.0;0.010238086137687468;0.111385306060999;0.24783158502342664;0.4431412027712887;0.14889996148295398;0.9574825382684967;0.1291861752830355;0.10717592724760551;0.311625856298074;0.5146518752368251;0.26390991283759097;0.249671184963668;0.0;0.063144894858206;0.11679634234575151;0.6238262738565956;0.0;0.041178554982911335;0.12333290855561448;0.20754007918632736;0.0;0.28385030472536693;0.6437752268391203;0.0;1.5801236439764665;0.42229528036131003;0.17676210930493533;0.057688241362362;1.4805016341408201;1.1419084900068674;0.177186920182154;1.46690116856668;0.48400525765459773;0.14295881080023967;0.0;0.3063888189811127;0.31148032280219035;0.2218083557605985;0.0;0.37462593872043;0.251293155035685;0.144449801393786;0.23846637721021002;0.1833759269685947;0.16980337181321836;0.18986533416600263;0.0;1.6737277226692582;0.5562101059803203;0.0967941586917831;0.08565419490152737;0.2548564952731732;0.9988598509113655;1.19601652725286;0.1697433423698577;0.0;0.2516779414300925;0.9342041034632568;0.19317979277714334;0.13375438099724;0.40453823264739147;0.42279217845238737;0.197784935467929;0.17891694392039867;0.15264557328523634;0.685289513637476;0.23588097923112436;0.20855808660237599;0.0324388617650008;0.1720915733558635;0.19884336227449836;0.6757454333723563;0.11487849339320066;0.0;0.0;0.177543720471102;0.402021125037461
chr1:1343359-1343768;0.3701925074680814;0.0;0.08025450016220367;0.0;1.1543234250219567;0.0;0.0;0.0;0.0;0.0;0.03377937790166115;0.0;0.0;0.0;0.0;0.044213358101423614;0.0;0.0;0.15328084414270934;0.0;0.0;0.0;0.0;0.024317389589339072;0.038667689997786664;0.046703904406129836;0.024056658748109333;0.0;0.0;0.0;0.029819027352544433;0.0305614302705127;0.0;0.24001846761879697;0.0;0.0;0.0;0.0;0.08381311656335833;0.0;0.0;0.06588285075892399;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.023151021325459167;0.0596626880679113;0.0;0.0;0.0;0.045734654766408506;0.0;0.021117327236356953;0.0;0.12234036703207;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1092442147456255;0.0;0.0;0.0;0.0904915784368653;0.0;0.0;0.048715173624719665;0.0;0.0;0.10704282401837745;0.06062448118044775;0.0;0.02416852062900793;0.0;0.0;0.037859183229836744;1.0782827763501788;0.0;0.0;0.0;0.128662968809206;0.0;0.0;0.09737348944116735;0.05344021554222034;0.0;0.0;0.045612000644714996;0.15159954005379067;0.64771767085238;0.0;0.0;0.16301531899381763;0.0935167310481125;0.0;0.0;0.0844590560722619;0.0;0.057688241362362;0.09925109273002868;0.0;0.13533102119577134;0.0;0.0;0.1022423472609663;0.0;0.14556630820292035;0.1425422675732533;0.03780107299793325;0.0;0.0;0.0;0.0;0.08010352766662325;0.0;0.084901685906609;0.0;1.8355564120868049;0.19885620842903132;0.0291369652503367;0.0;0.032134346665869035;0.0;0.24660862744291223;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0827314202354135;0.0;0.0;0.04487711575729367;0.05088185776174533;0.0;0.0;0.0;0.0;0.0;0.0;0.11690889660327132;1.5614037066019515;0.0;0.0;0.177543720471102;0.20101056251873
chr1:1814762-1815124;0.41627273744904775;3.4330062505310295;0.16050900032440735;0.0;0.0;0.278286233659003;0.183049685905855;0.24493430926522072;0.04370916725313733;0.6381527302886917;0.43859219662529686;1.590963929084513;0.0;0.0;0.29859350061916834;0.4351663282613594;0.05211182564767033;0.0;0.24974226593003598;0.19929384512785092;0.0;0.2768065640836335;0.22576825848453047;0.17051657043724813;0.19185806024513233;0.0766904861732945;0.06502281895707117;0.05040560936597683;0.3810286749252844;0.3236396621927172;0.34224219009445944;0.08908613851113596;0.0;0.8703360366636367;0.07420612419022525;0.3577565214210214;0.2718533106106382;0.22663309088314565;0.28355255482062497;0.402193055292345;0.3971591965475385;0.05829956969633399;0.3107425159890753;0.8761711910876601;0.0;0.133583239121064;0.05139888003702366;0.0;0.1152988198220495;0.11649173744282017;0.2546130722009876;0.0;0.5358847874671263;0.0;0.1652716499345972;0.0;0.1334369477496358;0.0;0.12234036703207;0.17588198893020135;0.0;0.0;0.3499461078574065;0.2423739057993157;0.271919395803504;0.5037093607187916;0.1092442147456255;0.232911583611869;0.165099250290295;0.03572154686792467;0.0;0.08158259053926832;0.0;0.09743034724943933;0.05412523763598634;0.09382461515469166;0.18588165728999395;0.13180035138484;0.24735009989205314;0.03712843535366634;0.0;0.08080877524269132;0.07188147295861425;0.9574825382684967;0.1291861752830355;0.08342704670464501;0.04576436802693134;0.128662968809206;0.0;0.124835592481834;0.06216015457584132;0.11658511040042634;0.11679634234575151;0.24291275681925897;0.0;0.6576337724973094;0.12333290855561448;0.20754007918632736;0.06867758360217249;0.0;0.08832227038163026;0.0;0.28456961498185834;0.0;0.08560335871852266;0.1058454929801931;0.29775327819008596;0.274222155587865;0.5326743837762806;0.0;0.05724149473492834;0.0;0.0;0.13007252423033336;0.23781046400170833;0.03780107299793325;0.0;0.280165595348775;1.0706282088763668;0.072224900696893;0.0;0.0;0.085707580056885;0.29300319193724933;0.0;0.44986365859228594;0.0;0.198401291476318;0.12390539627722467;0.0768783292023881;0.6493089295907222;0.0;0.18388525232168232;0.12347999205750267;0.0;10.76474209256945;0.22372847183487468;0.5769343304701167;0.0;0.34921166029643674;0.197784935467929;0.30765477662432333;0.3647899946853366;0.3613952464570363;0.4240153186084752;0.27655271831762807;0.04705874076860367;0.0;0.066281120758166;0.0;0.0;0.4679063157044123;0.104814135901597;0.532631161413305;0.603031687556191
chr1:1840449-1840835;0.8841953456845193;0.8582515626327559;1.5751796383897405;2.0970888962379752;0.3451702975706867;0.6474755103220896;0.12203312393723652;1.512255404700863;1.3627481036345976;0.33062293137465465;2.8602445922126805;0.04233122006384634;1.74010129772664;0.0;0.46752739914756264;0.47374285098376534;0.8637063879230107;1.036475094763641;2.0680734460868337;1.1851204567801445;0.107357118344301;0.64856594176184;0.4515365169690615;1.5211673146955231;0.9895569576694356;2.171713911213192;1.357109341298692;1.757147958478421;0.8853177899150343;1.4237230702459596;0.4468343273149653;1.1671195746542466;0.0;0.4775217945338417;0.31935558940673925;2.015847909154043;0.8811128427562438;1.0018530914169042;0.44428494440072025;0.5734302842226774;0.182102884080684;0.315414573551553;2.4897423994108068;2.1654528675314197;1.6419117979639049;0.4423319140255317;1.3806206197961377;0.149585394009987;0.48722648744169145;0.7256889463117945;1.4399778433091253;1.6930888350617785;0.47146127896331663;0.0;0.7666239040268858;0.11196202802897601;1.0472282496237262;0.2389668846018087;1.889499358037655;0.4918284749865533;1.6861096784246399;4.515017461245476;0.7933885949910076;2.0023939138215865;0.7553167510219653;1.1517616219675766;4.0890985838652405;0.465823167223738;0.165099250290295;0.2749848962324737;0.0904915784368653;0.8924184113163877;0.192666404524488;0.515339850756796;0.36278330055540503;0.9907208232702546;1.5306936968847094;0.9705376954357865;1.7772350655540292;0.2952761740090217;1.2075966916860794;0.8882843507998263;0.5538224859679708;4.716987157396756;0.51674470113214;0.9478322418556092;0.35739022432500533;1.4604076280119584;0.527819825675183;0.249671184963668;0.5138142669163525;0.22318908871791399;1.5820616549604312;1.1009519008163677;0.6118239329209096;2.255242893424887;0.0;0.4736835072382996;3.4349789906223545;0.9924219835038729;1.2867491956699797;0.0;1.5732559012228997;0.5912133925058339;1.5744501293525774;0.5869157062633266;2.10273463260525;0.929080474511355;1.9518401800782466;0.0;1.5037405554662637;0.21873816036696034;1.2544721056023833;0.4541090447773453;0.825306790185958;0.448614793748198;0.29100132617634333;0.7799704584536393;0.50258631007137;0.49999169401950794;0.30065005241683773;1.000257930916953;0.9387539098743566;2.1018273890932226;0.0;2.9934338720668006;2.4641183471518064;0.8436082473592555;0.9049352418622417;0.6505459685104203;1.6430630490231868;2.39203305450573;0.5452446954001586;0.6547832342616446;0.5416299488776035;4.62699369266385;0.9312042448665988;0.6438115209687366;0.8181953338244595;0.6181674065959294;0.593354806403787;0.5377859902015533;0.517435567970573;1.6590082361879699;0.07659862236464267;0.988442074780031;0.9704142404945945;1.878379344903395;0.44103397881319334;1.3776469296496296;0.3545959002271897;2.027684490875711;0.3227148951339777;1.42034976376881;1.20606337511238
chr1:2171824-2171946;0.04608022998096667;0.0;0.8098160771858199;0.0;0.0;0.0;0.0;0.0;0.08444048885795631;1.3409567959785;0.0;0.0;0.870050648863322;0.0;0.0;0.9578116339382777;0.0;0.0;0.06517777818001298;0.04891010692067391;0.0;4.445008778738315;0.0;0.148930676679036;0.12116118716892034;0.05352893347073301;0.10383965885665518;0.14018160671143368;0.1379379334135723;0.0953973083116174;0.23810113584715442;0.08648798621073404;0.0;0.0;0.0;0.078263123018885;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.183145182907667;0.0;0.04115507004275633;0.0;0.0;0.171085898531728;0.0;0.05637092755270293;0.0;0.0;0.0;0.027369673255511668;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18933485835754568;0.0;0.0;0.0;0.0;0.0;0.0;0.07754230340267466;0.0;0.0;0.0;0.12458348409707279;1.6624236004071034;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04345908345928199;0.0;0.0;0.0;0.606670941658462;0.0;0.0;1.24839788529304;0.0;0.050273587345059004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21959963078344633;0.0;0.05724149473492834;0.0;0.62723605280119;0.0;0.04228293526920499;0.0;0.0;0.0;0.08871555681026799;0.0;0.20539298097470848;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15161083225283026;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.177543720471102;0.8040422500749209
chr1:2177615-2177829;0.32411227748711474;1.71650312526551;0.0;0.5402775668948793;0.08629257439267167;0.10012852706396334;0.0;0.20096641146725402;0.04370916725313733;2.056066687653667;0.24031911802655026;0.0;0.0;0.0;0.0;2.0248490983467198;0.6123622906618473;0.2763060687067973;0.513063869615474;0.11906067843157518;0.107357118344301;3.788390960276385;0.1949075888252735;0.03098244414896381;0.020515707630897665;0.0;0.0;0.024099634920910665;0.1221763065436201;0.41662951397074705;0.0;0.0;0.0;0.0;0.513509435634848;0.39131561509442664;0.4221084539143925;0.0;0.0;0.0;0.182102884080684;0.0;0.0;10.001043366944868;0.0;0.04115507004275633;0.026854117047462336;0.0;0.0;0.22821909915694483;0.236967356864801;0.078021597241096;0.3001541479854673;0.0;0.15756121267523535;0.0;0.10511935242988127;0.06828552494956466;0.36702110109621006;0.2700695611462984;0.42152741960615997;0.0;0.0;0.0;0.0;0.18933485835754568;0.0;0.0;0.330198500580591;0.0;0.0;0.0;0.07516359543827666;0.22724216079111;0.24652661164974898;0.057107503425053;0.4249226570205333;0.0;0.0;0.06129695598267427;0.0;0.0;0.07379991970914399;0.20099517772570624;0.0;0.347987158058765;0.04576436802693134;0.0;0.0;0.124835592481834;0.09324023186376167;0.04345908345928199;0.0;0.04660610455957467;0.041154654627198334;0.5971594472458263;0.0;0.25397056466342527;1.664174560202745;0.0;0.15738919281276753;0.0;0.18006400745374238;0.0;0.08560335871852266;0.057688241362362;0.0;0.121762542770845;0.19671356865540066;0.0;0.13607013359987535;0.10495729962257867;0.0;0.0;0.0;0.0;0.47644956350553674;0.0;0.0;0.15554110315917133;0.0;0.06516947863617434;0.16980337181321836;0.0;0.0;0.02264317812444217;0.0;0.027522831673830433;0.0;0.0409433510864023;0.15161083225283026;0.0;0.3551302967350433;0.0;0.0;0.0;0.0;0.20598690783856133;0.0;0.0;0.0;0.0;0.05088185776174533;0.180443133102371;0.025532874121547533;0.4949739542582763;0.141176222305811;0.0;0.0;0.2772961414443357;0.0;0.31286408583947;0.0;0.177543720471102;0.20101056251873
chr1:2245775-2246116;0.6609145042054907;2.57475468789827;0.0;0.0;0.22932264942600034;0.6253761627892033;0.16304285295639498;0.040575634858605;0.168880977715913;0.0;0.1301852891747217;0.04233122006384634;0.29001688295444106;0.0;0.0;0.07178109378075737;0.03664891133408967;0.0;0.0;0.0;0.0;0.64856594176184;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0961015903864146;0.163779108952394;0.215410744985197;0.0;0.0;0.0;0.0;0.0;0.0;0.19973943825726667;0.07698527545400399;0.0;0.10261591666968099;0.50406499271782;0.0;0.0;0.04621408453915401;0.27182347052483186;0.049861798003328996;0.085542949265864;0.13587826945977952;0.18932550743008647;0.078021597241096;0.0;0.0;0.3237784779235598;0.0;0.15102884459151;0.06828552494956466;0.0;0.09418757221609701;0.0;0.0;0.0;0.46254985238202;0.4811488165856666;0.0;0.0;0.232911583611869;0.495297750870886;0.0;0.36196631374746097;0.0;0.6175532847211586;0.0;0.05412523763598634;0.18764923030938332;0.4759922579757384;0.2054576392584735;0.0;0.02416852062900793;0.048542111075306;0.0;0.25542669079169555;0.0;0.0;0.38213605625805647;0.20742881764696097;0.5817832827079408;0.527819825675183;0.124835592481834;0.0;0.04345908345928199;0.0;0.0;0.08230930925439667;0.06924243008796767;0.24666581711122948;0.0;0.0;0.08055665715436634;0.25171485135347776;0.545104073605149;0.060021335817913996;0.337836224289048;0.12853369868369932;0.1153764827247235;1.4406889847266566;0.2588736205647775;0.33540400350597105;0.0;0.2505531230697324;0.038001511177661006;0.0;0.17153329676952403;0.20642354047043132;0.1890053649896665;0.03435950780028834;0.0;0.5764483514865181;0.144449801393786;0.0;0.0;0.085707580056885;0.18986533416600263;0.0;0.193850337347077;0.0291369652503367;0.09312293887374766;0.06195269813861234;0.2398216806523822;0.0;1.19601652725286;0.06129508410722734;0.10315563633361534;0.125838970715046;0.7740528051302166;0.116689742675729;0.5100571399714967;0.2804411022942712;0.11608274361075867;0.593354806403787;0.08945847196019933;0.05088185776174533;0.14396011433036265;0.051065748243095004;0.05003758286000701;0.06487772353000167;0.11228972190205849;0.066281120758166;0.0;0.24967782688157603;0.65451291676426;0.10657833019499574;0.35508744094220296;0.20101056251873
